itp_id,espece,famille,nom_latin,type_planche,semaine_semis,semaine_plantation,semaine_implantation_debut,semaine_implantation_fin,semaine_recolte,semaine_recolte_fin,duree_recolte,duree_pepiniere,duree_culture,nb_rangs,espacement_cm,esp_rangs_cm,dose_semis,implantation,forcage,zone_climat,contexte_climatique,statut_validation,actif,source_reference,source_url,source_record_id,source_version,source_licence,derniere_revision,commentaire_agronome,notes
INRAE-MESCLUN-0289,Mesclun,,,Plein champ,,,25,25,31,37,7,,63,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0289,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:31-32;36-37
INRAE-MESCLUN-0290,Mesclun,,,Plein champ,,,26,26,31,37,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0290,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:31-32;36-37
INRAE-MESCLUN-0291,Mesclun,,,Plein champ,,,27,27,32,38,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0291,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:32-33;37-38
INRAE-MESCLUN-0292,Mesclun,,,Plein champ,,,28,28,33,39,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0292,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:33-34;38-39
INRAE-MESCLUN-0293,Mesclun,,,Plein champ,,,29,29,34,41,8,,63,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0293,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:34-35;40-41
INRAE-MESCLUN-0294,Mesclun,,,Plein champ,,,30,30,35,42,8,,63,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0294,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:35-36;41-42
INRAE-MESCLUN-0295,Mesclun,,,Plein champ,,,31,31,36,43,8,,63,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0295,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:36-37;42-43
INRAE-MESCLUN-0296,Mesclun,,,Plein champ,,,32,32,38,45,8,,70,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0296,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:38-39;44-45
INRAE-MESCLUN-0297,Mesclun,,,Plein champ,,,33,33,39,46,8,,70,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0297,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:39-40;45-46
INRAE-MESCLUN-0298,Mesclun,,,Plein champ,,,34,34,41,48,8,,77,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0298,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:41-42;47-48
INRAE-MESCLUN-0299,Mesclun,,,Plein champ,,,35,35,42,50,9,,77,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0299,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:42-43;48-50
INRAE-MESCLUN-0300,Mesclun,,,Plein champ,,,36,36,43,44,2,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0300,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,
INRAE-MESCLUN-0301,Mesclun,,,Sous abri,,,37,37,44,45,2,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0301,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:44-45;52-52;7-8;13-15
INRAE-MESCLUN-0302,Mesclun,,,Sous abri,,,38,38,46,15,22,,133,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0302,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:46-48;3-5;10-12
INRAE-MESCLUN-0303,Mesclun,,,Sous abri,,,40,40,48,14,19,,119,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0303,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun blette-betterave.,Récolte : Plusieurs récoltes sur le cycle:48-50;5-7;12-14
INRAE-MESCLUN-0304,Mesclun,,,Sous abri,,,10,11,17,23,7,,63,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0304,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:17-18;22-23
INRAE-MESCLUN-0305,Mesclun,,,Sous abri,,,12,13,18,23,6,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0305,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:18-19;23-23
INRAE-MESCLUN-0306,Mesclun,,,Plein champ,,,14,15,20,26,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0306,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:20-21;25-26
INRAE-MESCLUN-0307,Mesclun,,,Plein champ,,,16,16,22,26,5,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0307,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:22-22;26-26
INRAE-MESCLUN-0308,Mesclun,,,Plein champ,,,17,17,23,23,1,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0308,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0309,Mesclun,,,Plein champ,,,18,18,23,24,2,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0309,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0310,Mesclun,,,Plein champ,,,19,19,24,25,2,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0310,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0311,Mesclun,,,Plein champ,,,20,20,25,25,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0311,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0312,Mesclun,,,Plein champ,,,21,21,26,26,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0312,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0313,Mesclun,,,Plein champ,,,22,22,27,27,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0313,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0314,Mesclun,,,Plein champ,,,23,23,28,28,1,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0314,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0315,Mesclun,,,Plein champ,,,24,24,28,29,2,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0315,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0316,Mesclun,,,Plein champ,,,25,25,29,30,2,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0316,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0317,Mesclun,,,Plein champ,,,26,26,30,31,2,,35,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0317,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0318,Mesclun,,,Plein champ,,,27,27,31,31,1,,28,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0318,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0319,Mesclun,,,Plein champ,,,28,28,32,32,1,,28,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0319,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
INRAE-MESCLUN-0320,Mesclun,,,Plein champ,,,29,29,33,37,5,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0320,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:33-33;37-37
INRAE-MESCLUN-0321,Mesclun,,,Plein champ,,,30,30,34,38,5,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0321,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:34-34;38-38
INRAE-MESCLUN-0322,Mesclun,,,Plein champ,,,31,31,35,39,5,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0322,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:35-35;39-39
INRAE-MESCLUN-0323,Mesclun,,,Plein champ,,,32,32,36,41,6,,49,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0323,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:36-37;41-41
INRAE-MESCLUN-0324,Mesclun,,,Plein champ,,,33,33,37,42,6,,49,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0324,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:37-38;42-42
INRAE-MESCLUN-0325,Mesclun,,,Plein champ,,,34,34,39,45,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0325,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:39-40;44-45
INRAE-MESCLUN-0326,Mesclun,,,Plein champ,,,35,35,40,46,7,,56,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0326,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,Récolte : Plusieurs récoltes sur le cycle:40-41;46-46
INRAE-MESCLUN-0327,Mesclun,,,Plein champ,,,36,36,41,42,2,,42,,,,,,false,oceanique,Nord-Ouest,source_documentee,true,INRAE — Pépinière-Mesclun v1.1 · DOI 10.57745/IQVM2I · cycle : FRAB Bretagne (Fiche),https://entrepot.recherche.data.gouv.fr/dataset.xhtml?persistentId=doi:10.57745/IQVM2I,inrae-mesclun-v1.1-cycles-0327,1.1,Licence Ouverte / Open Licence Etalab 2.0,2026-07-29T00:00:00.000Z,[2026-07-29] Fenêtres importées sans réduction depuis Pépinière-Mesclun v1.1. Culture source : Mesclun épinard.,
